id,codigo,ref_prod,desc_prod,qtde
2825,1101708,""REP-5/16""-18UNC"",""OLHAL REP-5/16""-18UNC"",0.00
2826,Z101708,"RLP-M8-10 V2","OLHAL RLP-M8-10 V2",0.00
2827,Z101710,RLP-M10-10,"OLHAL RLP-M10-10",0.00
2828,Z101712,"RLP M12-10","OLHAL RLP M12-10",0.00
2829,Z101716,"RLP V2-M16-10","OLHAL RLP V2-M16-10",0.00
2830,Z1017200,"RLP M20-V2","OLHAL RLP M20-V2",4.00
2831,Z1017200L,"RLP M20 V2 - LB=200MM","OLHAL RLP M20 V2 - LB=200MM",0.00
2832,"Z1017200L PARAF.","Parafuso Longo RDRLP V2-M20","Parafuso Longo RDRLP V2-M20",0.00
2833,Z101724,"RLP M24-10","OLHAL RLP M24-10",0.00
2834,"Z101724 V2","RLP M24-10 - V2","OLHAL RLP M24-10 - V2",0.00
2835,Z101730,"RLP M30 - V2","OLHAL RLP M30-10 - V2",0.00
2836,Z101736,"RLP V2-M36","OLHAL RLP V2-M36",0.00
2837,"Z101816 V2",""V2-UNC 5/8""-11"",""OLHAL V2-UNC 5/8""-11"",0.00
2838,Z101816,"RLP UNC 5/8","OLHAL RLP UNC 5/8",0.00
2839,Z101820,""RLP UNC 3/4"""",""OLHAL RLP UNC 3/4"""",0.00
2840,"Z101824 V2",""RLP UNC 1""-8 V2"",""OLHAL RLP UNC 1""-8 V2"",0.00
2841,9900208,S279,"OLHAL S279 3/8X 1-1/4 BLT FULL",0.00
2842,H002562,WLP-6,"OLHAL SOLDAVEL PLE    06         CAP 1,12T (WLP GUN",0.00
2843,H000440,WLP-6,"OLHAL SOLDAVEL PLE    06         CAP 1,12T (WLP GUN",0.00
2844,H000441,WLP-8,"OLHAL SOLDAVEL PLE    08    CAP 2T (WLP GUN",0.00
2845,H000442,WLP-10,"OLHAL SOLDAVEL PLE 10    CAP.",0.00
2846,H000443,WLP-16,"OLHAL SOLDAVEL PLE 16 CAP 8T (WLP GUN",0.00
2847,PAOM10Z,"OLHAL DIN-580 M10","OLHAL DIN-580 M10",2.00
2848,PAOM12Z,"OLHAL DIN-580 M12","OLHAL DIN-580 M12",0.00
2849,PAOM16Z,"OLHAL DIN-580 M16","OLHAL DIN-580 M16",16.00
2850,PAOM20Z,"OLHAL DIN-580 M20","OLHAL DIN-580 M20",3.00
2851,PAOM24Z,"OLHAL DIN-580 M24","OLHAL DIN-580 M24",2.00
2852,PAOM30Z,"OLHAL DIN-580 M30","OLHAL DIN-580 M30",0.00
2853,PAOM36Z,"OLHAL DIN-580 M36","OLHAL DIN-580 M36",2.00
2854,Z7009001,"WLP-2,5T","OLHAL ELEVACAO SOLDAVEL WLP",0.00
2855,Z7009011,WLP-4T,"OLHAL ELEVAÃÃO SOLDAVEL W",0.00
2856,Z101010,QP-6-10,"PECA REPOSIÃÃO QP-6-10",10.00
2857,Z101011,QP-8-10,"PECA REPOSIÃÃO QP-8-10",8.00
2858,Z101012,QP-10-10,"PECA REPOSIÃÃO QP-10-10",10.00
2859,Z101013,QP-13-10,"PECA REPOSIÃÃO QP-13-10",10.00
2860,Z101014,QP-16-10,"PECA REPOSICAO QP-16-10",0.00
2861,Z275648,RDBLA-13-8,"PECA REPOSICAO    RDBLA-13-8",0.00
2862,CS10,CS-10,CS-10,0.00
2863,B14931,RDCLS-8-8+,"PECA REPOSICAO RDCLS-8-8+",0.00
2864,B14932,RDCLS-10-8+,"PECA REPOSICAO RDCLS-10-8+",0.00
2865,Z100445,RDEKN-6-8+,"PECA REPOSIÃÃO RDEKN/EGKN-6-8",0.00
2866,Z100447,"PECA REPOSICAO RDEKN/EGKN/LKN-7/8-8","PECA REPOSICAO RDEKN/EGKN/LKN-7/8-8",17.00
2867,Z100450,RDEKN/EGKN/LKN-10-8,"PECA REPOSIÃÃO RDEKN/EGKN/LKN-10-8",3.00
2868,Z100449,"PECA REPOSIÃÃO RDEKN/EGKN/LKN-13-8","PECA REPOSIÃÃO RDEKN/EGKN/LKN-13-8",0.00
2869,Z100217,RDEKN/EGKN/LKN-16-8,"PECA REPOSIÃÃO RDEKN/EGKN/LKN-16-8",0.00
2870,Z100453,RDEKN/EGKN/LKN-18-20,"PECA REPOSIÃÃO RDEKN/EGKN/LKN-18-20",0.00
2871,Z100452,RDEKN/EGKN/LKN-22-8,"PECA REPOSICAO RDEKN/EGKN/LKN-22-8",0.00
2872,Z323624,SKA-7/8-8,"PECA REPOSIÃÃO SKA-7/8-8",0.00
2873,Z100933,SKA-7/8-10,"PECA REPOSICAO     SKA-7/8-10",0.00
2874,Z318024,SKA-10-8,"PECA REPOSIÃÃO SKA 10-8",6.00
2875,Z100934,SKA-10-10,"PECA REPOSICAO       SKA-10-10",0.00
2876,Z145048,SKA-18/20-8,"PECA REPOSICAO        SKA-18/20-8",0.00
2877,G005627654,"PEGA CHAPAS (TAMBOR) 0,6 CDH 600 KG","PEGA CHAPAS (TAMBOR) 0,6 CDH 600 KG",0.00
2878,APCH-E-1-60,"PEG CHAPAS HORIZONTAL COM MOLA 0,3T","PEG CHAPAS HORIZONTAL COM MOLA 0,3T (3T TRIO) ALFA-X",0.00
2879,2701674,"PEGA CHAPAS IP10 0,5T 0-16MM","PEGA CHAPAS IP10 0,5T 0-16MM",0.00
2880,H002854,"PEGA CHAPAS 1T HXW","PEGA CHAPAS 1T HXW",0.00
2881,H002855,"PEGA CHAPAS 2T HXW","PEGA CHAPAS 2T HXW",0.00
2882,H002857,"PEGA CHAPAS 1T VEUW","PEGA CHAPAS 1T VEUW",0.00
2883,I001334,"PEGA CHAP HOR 2T","PEGA CHAPAS HORIZONTAL 2T DHW",0.00
2884,H003163,"PEGA CHAP HOR 3T","PEGA CHAPAS HORIZONTAL 3T HXW",0.00
2885,H002794,"PEGA CHAPA VERTICAL 1T VCEW","PEGA CHAPA VERTICAL 1T VCEW - SCANIA",0.00
2886,H003007,"PEGA CHAPAS IP10 0,5T SCCW","PEGA CHAPAS IP10 0,5T SCCW",0.00
2887,H003460,"PEGA CHAPA VERTICAL 0,5T VNMW - DEDINI","PEGA CHAPA VERTICAL 0,5T VNMW - DEDINI/SCANIA",0.00
2888,H003090,"PEGA CHAPA VERTICAL 0,75T VCW","PEGA CHAPA VERTICAL 0,75T VCW",0.00
2889,G005627582,"PEGA CHAPAS 1 FHX 0-35","PEGA CHAPAS 1FHX 0-35",0.00
2890,G005627640,"PEGA-CHAPAS 1,5 TSU","PEGA-CHAPAS 1,5TSU",1.00
2891,H002853,"PEGA CHAPAS 1,5T SCCW","PEGA CHAPAS 1,5T SCCW",0.00
2892,H003240,"PEGA CHAPAS VERTICAL 2T VCEW","PEGA CHAPAS VERTICAL 2T VCEW (BONFANTI)",0.00
2893,H003597,"PEGA CHAPAS HORIZONTAL 2T","PEGA CHAPAS HORIZONTAL 2T - HSXW",0.00
2894,G005627422,"PEGA-CHAPAS VERT TSEU 3000KG 0-35MM","PEGA-CHAPAS VERT TSEU 3000KG 0-35MM",0.00
2895,G005627705,"PEGA-CHAPA 3 TSCC","PEGA-CHAPA 3 TSCC",0.00
2896,2703858,"PEGA CHAPAS 3T 0-60MM IPSC10","PEGA CHAPAS 3T 0-60MM IPSC10",2.00
2897,H002896,"PEGA CHAPA 03T SCCW","PEGA CHAPA 03T SCCW",0.00
2898,H003089,"PEGA CHAPA 03T VCEW","PEGA CHAPA 03T VCEW",0.00
2899,H003589,"PEGA CHAPA 4,5T VCEW","PEGA CHAPA 4,5T VCEW - 0-45",0.00
2900,H005158,"PEGA CHAPA 06T HORIZONTAL HSXW","PEGA CHAPA 06T HORIZONTAL HSXW",0.00
2901,2703545,"PEGA CHAPA 06T IPH10E 0-60MM","PEGA CHAPA 06T IPH10E 0-60MM",0.00
2902,2701673,"PEGA-CHAPAS 9 T 50-100MM","PEGA-CHAPAS 9 T 50-100MM",0.00
2903,H004224,"PEGA CHAPA HORIZONTAL 15T HSXW","PEGA CHAPA HORIZONTAL 15T HSXW",0.00
2904,H002828,"PEGA TAMBOR 0,6T VKHW (VILLARES)","PEGA TAMBOR 0,6T VKHW (VILLARES)",0.00
2905,B14904,"PINO PARA MIG 8-C-8","PINO PARA MIG 8-C-8",0.00
2906,B14905,"PINO PARA MIG 8-L-8","PINO PARA MIG 8-L-8",0.00
2907,B14916,"PINO PARA MIG 13-10-C-13","PINO PARA MIG 13-10-C-13",1.00
2908,B14917,"PINO PARA MIG 13-10-L-13","PINO PARA MIG 13-10-L-13",4.00
2909,3102000001,"PLAQUETA IDENTIFICA","PLAQUETA IDENTIFICA",117.00
2910,21550,"PORCA OLHAL 3/4","PORCA OLHAL 3/4",0.00
2911,5187-60X2,"PROTETOR PU 60MM X 2M","PROTETOR PU 60MM X 2M",0.00
2912,1(2257),"TALHA MANUAL 3,2T","TALHA MANUAL MOD LB032 - 3,2T",0.00
