ref_prod;desc_prod;ncm;sap;ipi;tipo; valor_custo ;carga_trabalho;cumprimento;valor_venda
PL      ;200T A PL FLAP LTCH;73269090;1093723;1.05;PC; 15521.06 ;1;1;25749
PL      ;300T A PL FLAP LTCH;73269090;1093724;1.05;PC; 16921.5 ;1;1;28073
PL-N;PLN 3TC - 5TA LATCH KIT I;73269090;1092000;1.05;PC; 1753.06 ;1;1;2908
PL-N    ;FRAME J PL LTCH    ;73269090;1092001;1.05;PC; 1786.1 ;1;1;2963
PL-N    ;FRAME K PL LTCH    ;73269090;1092002;1.05;PC; 2024.15 ;1;1;3358
PL-N    ;FRAME L PL LTCH    ;73269090;1092003;1.05;PC; 2381.37 ;1;1;3951
PL-N    ;FRAME N PL LTCH    ;73269090;1092004;1.05;PC; 2818.03 ;1;1;4675
PL-O    ;FRAME I PL LTCH    ;73269090;1091900;1.05;PC; 1174.24 ;1;1;1948
PL-O    ;FRAME J PL LTCH    ;73269090;1091901;1.05;PC; 1014.45 ;1;1;1683
PL-O    ;FRAME K PL LTCH    ;73269090;1091902;1.05;PC; 2108.49 ;1;1;3498
PL-O    ;FRAME L PL LTCH    ;73269090;1091903;1.05;PC; 2381.37 ;1;1;3951
PL-O    ;FRAME N PL LTCH    ;73269090;1091904;1.05;PC; 3513.65 ;1;1;5829
RF20;RFID QUIC TAG TIE;73269090;1224692;1.05;PC; 334.17 ;1;1;554
RF20    ;HI FR WR  RFID TAG ;73269090;115350;1.05;PC; 186.94 ;1;1;310
RF20    ;STEEL RFID CHN TAG ;73269090;115353;1.05;PC; 92.12 ;1;1;153
RF20    ;HI FR CHAIN RFID TG;73269090;115369;1.05;PC; 235.54 ;1;1;391
S1316A;S1316A SHURLOC EYE HOOK 3/4(18-20MM) G10;73269090;1022952;1.05;PC; 5409.06 ;1;1;8974
S1316A  ;6MM SHURLOC EYE HK ;73269090;1022896;1.05;PC; 929.93 ;1;1;1543
S1316A  ;"1/4""7-8MM G10 EY HK";73269090;1022914;1.05;PC; 1022.56 ;1;1;1696
S1316A  ;"3/8""10MM G10 EYE HK";73269090;1022923;1.05;PC; 1303.2 ;1;1;2162
S1316A  ;"1/2""13MM G10 EYE HK";73269090;1022932;1.05;PC; 1879.47 ;1;1;3118
S1316A  ;"5/8""16MM G10 EYE HK";73269090;1022941;1.05;PC; 3138.07 ;1;1;5206
S1316A  ;18-20MM G10 EYE HK ;73269090;1022942;1.05;PC; 4469.71 ;1;1;7415
S1316A  ;22MM G10 EYE HOOK  ;73269090;1022943;1.05;PC; 6449.92 ;1;1;10700
S1316A  ;26MM G10 EYE HOOK  ;73269090;1022944;1.05;PC; 14240.99 ;1;1;23626
S1316AH ;16MM G10 EYE HK    ;73269090;1023579;1.05;PC; 6580.35 ;1;1;10917
S1316AH ;18-20MM G10 EYE HK ;73269090;1023599;1.05;PC; 9489.3 ;1;1;15743
S1316AH ;22-23MM G10 EYE HK ;73269090;1023607;1.05;PC; 12321.57 ;1;1;20441
S1316AH ;26MM G10 EYE HK    ;73269090;1023625;1.05;PC; 19438.55 ;1;1;32249
S1318A  ;6MM SHURLOC SHNK HK;73269090;1098200;1.05;PC; 1049.93 ;1;1;1742
S1318A  ;7-8M SHURLOC SHK HK;73269090;1098209;1.05;PC; 1165.92 ;1;1;1934
S1318A  ;10M SHURLOC SHNK HK;73269090;1098218;1.05;PC; 1462.22 ;1;1;2426
S1318A  ;13M SHURLOC SHNK HK;73269090;1098227;1.05;PC; 2227.23 ;1;1;3695
S1318A  ;16M SHURLOC SHNK HK;73269090;1098236;1.05;PC; 3643.05 ;1;1;6044
S1326   ;6MM G10  SWVL HK   ;73269090;1004304;1.05;PC; 1859.98 ;1;1;3086
S1326   ;"1/4"" 7-8 G10 SWV HK";73269090;1004313;1.05;PC; 2020.12 ;1;1;3351
S1326   ;3/8 10MM G10 SWV HK;73269090;1004322;1.05;PC; 2401.11 ;1;1;3983
S1326   ;1/2 13MM G10 SWV HK;73269090;1004331;1.05;PC; 4189.58 ;1;1;6951
S1326   ;"5/8""16MM G10 SWV HK";73269090;1004340;1.05;PC; 4565.15 ;1;1;7574
S1326   ;"3/4""18-20MM G10 SWV";73269090;1004349;1.05;PC; 6110.26 ;1;1;10137
S1326   ;"7/8""22MM G10 SWV HK";73269090;1004358;1.05;PC; 13462.69 ;1;1;22335
S13326  ;6MM G10  SWVL HK   ;73269090;1004404;1.05;PC; 2102.67 ;1;1;3488
S13326  ;"1/4"" 7-8 G10 SWV HK";73269090;1004413;1.05;PC; 2233.5 ;1;1;3705
S13326  ;3/8 10MM G10 SWV HK;73269090;1004422;1.05;PC; 2475.66 ;1;1;4107
S13326  ;1/2 13MM G10 SWV HK;73269090;1004431;1.05;PC; 4363.46 ;1;1;7239
S13326  ;"5/8""16MM G10 SWV HK";73269090;1004440;1.05;PC; 5659.57 ;1;1;9389
S13326H ;16MM G10 SWV HK    ;73269090;1005014;1.05;PC; 11092.78 ;1;1;18403
S13326H ;18-20MM G10 SWV HK ;73269090;1005023;1.05;PC; 18010.31 ;1;1;29879
S13326H ;22-23MM G10 SWV HK ;73269090;1005041;1.05;PC; 22692.34 ;1;1;37647
S13326H ;26MM G10 SWV HK    ;73269090;1005050;1.05;PC; 29605.66 ;1;1;49116
S314A   ;      6MM AL CLV HK;73269090;1225020;1.05;PC; 810.84 ;1;1;1345
S314A   ;"1/4""7-8MM AL CLV HK";73269090;1225021;1.05;PC; 607.91 ;1;1;1009
S314A   ;"3/8"" 10MM AL CLV HK";73269090;1225091;1.05;PC; 781.45 ;1;1;1296
S314A   ;"1/2"" 13MM AL CLV HK";73269090;1225161;1.05;PC; 1201.96 ;1;1;1994
S314A   ;"5/8"" 16MM AL CLV HK";73269090;1225162;1.05;PC; 1858.41 ;1;1;3083
S315A   ;  6MM HK A LAT-E NS;73269090;1029820;1.05;PC; 480.42 ;1;1;797
S315A   ;7-8MM HK A LAT-E NS;73269090;1029825;1.05;PC; 520.29 ;1;1;863
S315A   ; 10MM HK A LAT-E NS;73269090;1029830;1.05;PC; 669.09 ;1;1;1110
S315A   ; 13MM HK A LAT-E NS;73269090;1029835;1.05;PC; 1008.04 ;1;1;1672
S315A   ; 16MM HK A LAT-E NS;73269090;1029840;1.05;PC; 1671.69 ;1;1;2773
S319A;S319A 37T SHANK HOOK 15L PA;73269090;1024849;1.05;PC; 25891.48 ;1;1;42954
S319A;S319A 45T SHANK HOOK 15L SA;73269090;1024885;1.05;PC; 70741.4 ;1;1;117360
S319A   ;"30T 10"" SK HK (OA) ";73269090;1024803;1.05;PC; 9898.66 ;1;1;16422
S319A   ;"30T 18"" SK HK (OA) ";73269090;1024821;1.05;PC; 14338.85 ;1;1;23788
S319A   ;"37T 24"" SK HK (PA) ";73269090;1024867;1.05;PC; 42504.75 ;1;1;70515
S319A   ;"45T 24"" SK HK (SA) ";73269090;1024901;1.05;PC; 47934.27 ;1;1;79523
S319A   ;"60T 14.5"" SK HK(TA)";73269090;1024929;1.05;PC; 61828.91 ;1;1;102574
S319A   ;"60T 26"" SK HK (TA) ";73269090;1024965;1.05;PC; 86370.69 ;1;1;143289
S319A   ;"75T 15"" SK HK (UA) ";73269090;1024983;1.05;PC; 100929.79 ;1;1;167443
S319A   ;"75T 23"" SK HK (UA) ";73269090;1025009;1.05;PC; 117843.71 ;1;1;195503
S319A   ;"100T 15"" SK HK (WA)";73269090;1025027;1.05;PC; 176189.39 ;1;1;292298
S319A   ;"100T 21"" SK HK (WA)";73269090;1025045;1.05;PC; 213341.76 ;1;1;353934
S319A   ;"150T 18"" SK HK (XA)";73269090;1025063;1.05;PC; 276756.43 ;1;1;459139
S319A   ;"200T 20"" SK HK (YA)";73269090;1025081;1.05;PC; 245600.13 ;1;1;407451
S319A   ;"300T 20"" SK HK (ZA)";73269090;1025090;1.05;PC; 549222.14 ;1;1;911160
S319AN;S319AN 3T SHANK HOOK HA;73269090;1028732;1.05;PC; 572.68 ;1;1;950
S319AN;S319AN 22T SHANK HOOK NA;73269090;1028801;1.05;PC; 7263.9 ;1;1;12051
S319AN  ;1 T SHNK HK (DA) NS;73269090;1028701;1.05;PC; 163.88 ;1;1;272
S319AN  ;1-1/2T SK HK(FA) NS;73269090;1028710;1.05;PC; 209.64 ;1;1;348
S319AN  ;2T SHK HK (GA) NS  ;73269090;1028723;1.05;PC; 259.73 ;1;1;431
S319AN  ;5T SHK HK (IA) NS  ;73269090;1028741;1.05;PC; 453.34 ;1;1;752
S319AN  ;7T SHK HK (JA) NS  ;73269090;1028750;1.05;PC; 861.67 ;1;1;1430
S319AN  ;11T SHNK HK (KA) NS;73269090;1028765;1.05;PC; 1367.4 ;1;1;2269
S319AN  ;"15T 7"" SHK HK (LA) ";73269090;1028792;1.05;PC; 2112.12 ;1;1;3504
S319BN  ;1.0T BR SK HK(GB)NS;73269090;1028918;1.05;PC; 2432.53 ;1;1;4036
S319BN  ;1.4T BR SK HK(HB)NS;73269090;1028927;1.05;PC; 3772.67 ;1;1;6259
S319BN  ;2.0T BR SK HK(IB)NS;73269090;1028936;1.05;PC; 5765.99 ;1;1;9566
S319BN  ;3.5T BR SK HK(JB)NS;73269090;1028945;1.05;PC; 5883.45 ;1;1;9761
S319BN  ;5.0T BR SK HK(KB)NS;73269090;1028954;1.05;PC; 14178.49 ;1;1;23522
S319BN  ;"6.5T 7"" SHK HK(LB) ";73269090;1028981;1.05;PC; 20361.16 ;1;1;33779
S319BN  ;"10T 7"" SHK HK(NB)  ";73269090;1028990;1.05;PC; 29498.24 ;1;1;48938
S319C;S319C 20T SHANK HOOK 10L OC;73269090;1024386;1.05;PC; 20253.94 ;1;1;33601
S319C;S319C 25T SHANK HOOK 15L PC;73269090;1024420;1.05;PC; 39266.41 ;1;1;65143
S319C;S319C 25T SHANK HOOK 24L PC;73269090;1024448;1.05;PC; 37070.87 ;1;1;61501
S319C;S319C 40T SHANK HOOK 14.5L TC;73269090;1024509;1.05;PC; 84905.91 ;1;1;140859
S319C;S319C 50T SHANK HOOK 15L UC;73269090;1024563;1.05;PC; 115795.99 ;1;1;192106
S319C   ;"20T 18"" SK HK (OC) ";73269090;1024402;1.05;PC; 12035.69 ;1;1;19967
S319C   ;"30T 15"" SK HK (SC) ";73269090;1024466;1.05;PC; 33604.54 ;1;1;55750
S319C   ;"30T 24"" SK HK (SC) ";73269090;1024484;1.05;PC; 43194.48 ;1;1;71660
S319C   ;"40T 26"" SK HK (TC) ";73269090;1024545;1.05;PC; 108607.89 ;1;1;180180
S319C   ;"50T 23"" SK HK (UC) ";73269090;1024581;1.05;PC; 102338.8 ;1;1;169780
S319CN;S319CN 3/4T SHANK HOOK DC;73269090;1028505;1.05;PC; 234.54 ;1;1;389
S319CN;S319CN 1T SHANK HOOK FC;73269090;1028514;1.05;PC; 235.35 ;1;1;390
S319CN;S319CN 1-1/2T SHANK HOOK GC;73269090;1028523;1.05;PC; 261.23 ;1;1;433
S319CN;S319CN 2T SHANK HOOK HC;73269090;1028532;1.05;PC; 459.78 ;1;1;763
S319CN;S319CN 5T SHANK HOOK JC;73269090;1028550;1.05;PC; 1354.68 ;1;1;2247
S319CN;S319CN 10T SHANK HOOK LC;73269090;1028590;1.05;PC; 17982.92 ;1;1;29834
S319CN;S319CN 15T SHANK HOOK NC;73269090;1028599;1.05;PC; 19787.28 ;1;1;32827
S319CN  ;3 T SHNK HK (IC) NS;73269090;1028541;1.05;PC; 367.15 ;1;1;609
S319CN  ;7.5T SK HK (KC) NS ;73269090;1028563;1.05;PC; 1157.48 ;1;1;1920
S319SWG ;1.10T SWG SK HK(GC);73269090;1053020;1.05;PC; 852.1 ;1;1;1414
S319SWG ;1.10T SWG SK HK(HC);73269090;1053039;1.05;PC; 1137.33 ;1;1;1887
S319SWG ; 1.60TN SWAGE SK HK;73269090;1053048;1.05;PC; 1191.45 ;1;1;1977
S319SWG ; 2.10TN SWAGE SK HK;73269090;1053057;1.05;PC; 1355.91 ;1;1;2249
S319SWG ; 2.80TN SWAGE SK HK;73269090;1053066;1.05;PC; 1482.04 ;1;1;2459
S319SWG ; 3.50TN SWAGE SK HK;73269090;1053075;1.05;PC; 1980.93 ;1;1;3286
S319SWG ; 4.30TN SWAGE SK HK;73269090;1053084;1.05;PC; 2064.27 ;1;1;3425
S319SWG ; 6.20TN SWAGE SK HK;73269090;1053093;1.05;PC; 3074.45 ;1;1;5101
S319SWG ;11.00TN SWAGE SK HK;73269090;1053119;1.05;PC; 7685.85 ;1;1;12751
S319SWG ;14.00TN SWAGE SK HK;73269090;1053128;1.05;PC; 16860.46 ;1;1;27972
S3316;S3316 1T REPLACEMENT HOOK HC;73269090;1023047;1.05;PC; 2191.39 ;1;1;3636
S3316   ;1/2 T REPL HOOK    ;73269090;1023029;1.05;PC; 928.27 ;1;1;1540
S3319   ;UTIL REPL HK 1.63TN;73269090;1002054;1.05;PC;2.883;1;1;4783
S3319   ;UTIL REPL HK 2.5TN ;73269090;1002063;1.05;PC; 4853.58 ;1;1;8052
S3319   ;UTIL REPL HK 4.5TN ;73269090;1002072;1.05;PC; 8648.99 ;1;1;14349
S360    ;RESCUE HOOK/ANCHOR ;73269090;1024911;1.05;PC; 888.55 ;1;1;1474
S377    ;BARREL HOOK (PAIRS);73269090;1028248;1.05;PC; 723.11 ;1;1;1200
S4088   ;1/4 GRD 8 HK LATCH ;73269090;1090250;1.05;PC; 131.2 ;1;1;218
S4088   ;3/8 GRD 8 HK LATCH ;73182900;1090251;1.065;PC; 203.95 ;1;1;343
S4088   ;1/2 GRD 8 HK LATCH ;73182900;1090252;1.065;PC; 206.09 ;1;1;347
S4088   ;5/8 GRD 8 HK LATCH ;73182900;1090253;1.065;PC; 302.6 ;1;1;509
S4088   ;3/4 GRD 8 HK LATCH ;73182900;1090254;1.065;PC; 510.72 ;1;1;859
S4088   ;7/8 GRD 8 HK LATCH ;73182900;1090255;1.065;PC; 812.08 ;1;1;1366
S4316   ;22MM TRIGGER KIT   ;73182900;6603008;1.065;PC; 1277.98 ;1;1;2150
S4316   ;  6MM TR ASY KIT NS;73182900;6603010;1.065;PC; 289.43 ;1;1;487
S4316   ;7-8MM TR ASY KIT NS;73182900;6603011;1.065;PC; 206.31 ;1;1;347
S4316   ;7-8MM TR ASY KIT NS;73182900;6603011;1.065;PC; 206.31 ;1;1;347
S4316   ; 10MM TR ASY KIT NS;73182900;6603012;1.065;PC; 243.59 ;1;1;410
S4316   ; 13MM TR ASY KIT NS;73182900;6603013;1.065;PC; 303.39 ;1;1;511
S4316   ; 16MM TR ASY KIT NS;73182900;6603014;1.065;PC; 375.13 ;1;1;631
S4316   ;18/20MM TRGR KIT NS;73182900;6603015;1.065;PC; 1064.23 ;1;1;1791
S4316   ;18/20MM TRGR KIT NS;73182900;6603015;1.065;PC; 1064.23 ;1;1;1791
S4316   ;26MM TRIGGER KIT   ;73182900;6603017;1.065;PC; 3797.79 ;1;1;6391
S4320   ;3/4TC-1TA LATCH KIT;73182900;1096325;1.065;PC; 55.18 ;1;1;93
S4320   ;3/4TC-1TA LATCH KIT;73182900;1096325;1.065;PC; 55.18 ;1;1;93
S4320   ;3/4TC-1TA LATCH KIT;73182900;1096325;1.065;PC; 55.18 ;1;1;93
S4320   ;1TC-1.5TA LATCH KIT;73182900;1096374;1.065;PC; 55.18 ;1;1;93
S4320   ;1.5TC-2TA LATCH KIT;73182900;1096421;1.065;PC; 59.18 ;1;1;100
S4320   ;1.5TC-2TA LATCH KIT;73182900;1096421;1.065;PC; 59.18 ;1;1;100
S4320   ;2TC-3TA   LATCH KIT;73182900;1096468;1.065;PC; 59.18 ;1;1;100
S4320   ;2TC-3TA   LATCH KIT;73182900;1096468;1.065;PC; 59.18 ;1;1;100
S4320   ;2TC-3TA   LATCH KIT;73182900;1096468;1.065;PC; 59.18 ;1;1;100
S4320   ;2TC-3TA   LATCH KIT;73182900;1096468;1.065;PC; 59.18 ;1;1;100
S4320   ;2TC-3TA   LATCH KIT;73182900;1096468;1.065;PC; 59.18 ;1;1;100
S4320   ;2TC-3TA   LATCH KIT;73182900;1096468;1.065;PC; 59.18 ;1;1;100
S4320   ;2TC-3TA   LATCH KIT;73182900;1096468;1.065;PC; 59.18 ;1;1;100
S4320   ;2TC-3TA   LATCH KIT;73182900;1096468;1.065;PC; 59.18 ;1;1;100
S4320   ;2TC-3TA   LATCH KIT;73182900;1096468;1.065;PC; 59.18 ;1;1;100
S4320   ;2TC-3TA   LATCH KIT;73182900;1096468;1.065;PC; 59.18 ;1;1;100
S4320   ;2TC-3TA   LATCH KIT;73182900;1096468;1.065;PC; 59.18 ;1;1;100
S4320   ;3TC-5 TA  LATCH KIT;73182900;1096515;1.065;PC; 97.44 ;1;1;164
S4320   ;3TC-5 TA  LATCH KIT;73269090;1096515;1.065;PC; 97.44 ;1;1;164
S4320   ;3TC-5 TA  LATCH KIT;73269090;1096515;1.065;PC; 97.44 ;1;1;164
S4320   ;5TC-7TA   LATCH KIT;73182900;1096562;1.065;PC; 159.42 ;1;1;268
S4320   ;5TC-7TA   LATCH KIT;73269090;1096562;1.065;PC; 159.42 ;1;1;268
S4320   ;5TC-7TA   LATCH KIT;73269090;1096562;1.065;PC; 159.42 ;1;1;268
S4320   ;5TC-7TA   LATCH KIT;73269090;1096562;1.065;PC; 159.42 ;1;1;268
S4320   ;5TC-7TA   LATCH KIT;73269090;1096562;1.065;PC; 159.42 ;1;1;268
S4320   ;5TC-7TA   LATCH KIT;73269090;1096562;1.065;PC; 159.42 ;1;1;268
S4320   ;5TC-7TA   LATCH KIT;73269090;1096562;1.065;PC; 159.42 ;1;1;268
S4320   ;5TC-7TA   LATCH KIT;73269090;1096562;1.065;PC; 159.42 ;1;1;268
S4320   ;5TC-7TA   LATCH KIT;73269090;1096562;1.065;PC; 159.42 ;1;1;268
S4320   ;5TC-7TA   LATCH KIT;73269090;1096562;1.065;PC; 159.42 ;1;1;268
S4320   ;5TC-7TA   LATCH KIT;73269090;1096562;1.065;PC; 159.42 ;1;1;268
S4320   ;5TC-7TA   LATCH KIT;73269090;1096562;1.065;PC; 159.42 ;1;1;268
S4320   ;5TC-7TA   LATCH KIT;73269090;1096562;1.065;PC; 159.42 ;1;1;268
S4320   ;5TC-7TA   LATCH KIT;73269090;1096562;1.065;PC; 159.42 ;1;1;268
S4320   ;7.5TC-11TA LATCH KT;73182900;1096609;1.065;PC; 211.16 ;1;1;355
S4320   ;7.5TC-11TA LATCH KT;73269090;1096609;1.065;PC; 211.16 ;1;1;355
S4320   ;7.5TC-11TA LATCH KT;73269090;1096609;1.065;PC; 211.16 ;1;1;355
S4320   ;7.5TC-11TA LATCH KT;73269090;1096609;1.065;PC; 211.16 ;1;1;355
S4320   ;7.5TC-11TA LATCH KT;73269090;1096609;1.065;PC; 211.16 ;1;1;355
S4320   ;7.5TC-11TA LATCH KT;73269090;1096609;1.065;PC; 211.16 ;1;1;355
S4320   ;7.5TC-11TA LATCH KT;73269090;1096609;1.065;PC; 211.16 ;1;1;355
S4320   ;7.5TC-11TA LATCH KT;73269090;1096609;1.065;PC; 211.16 ;1;1;355
S4320   ;7.5TC-11TA LATCH KT;73269090;1096609;1.065;PC; 211.16 ;1;1;355
S4320   ;7.5TC-11TA LATCH KT;73269090;1096609;1.065;PC; 211.16 ;1;1;355
S4320   ;7.5TC-11TA LATCH KT;73269090;1096609;1.065;PC; 211.16 ;1;1;355
S4320   ;7.5TC-11TA LATCH KT;73269090;1096609;1.065;PC; 211.16 ;1;1;355
S4320   ;7.5TC-11TA LATCH KT;73269090;1096609;1.065;PC; 211.16 ;1;1;355
S4320   ;7.5TC-11TA LATCH KT;73269090;1096609;1.065;PC; 211.16 ;1;1;355
S4320   ;7.5TC-11TA LATCH KT;73269090;1096609;1.065;PC; 211.16 ;1;1;355
S4320   ;7.5TC-11TA LATCH KT;73269090;1096609;1.065;PC; 211.16 ;1;1;355
S4320   ;7.5TC-11TA LATCH KT;73269090;1096609;1.065;PC; 211.16 ;1;1;355
S4320   ;7.5TC-11TA LATCH KT;73269090;1096609;1.065;PC; 211.16 ;1;1;355
S4320   ;7.5TC-11TA LATCH KT;73269090;1096609;1.065;PC; 211.16 ;1;1;355
S4320   ;7.5TC-11TA LATCH KT;73269090;1096609;1.065;PC; 211.16 ;1;1;355
S4320   ;7.5TC-11TA LATCH KT;73269090;1096609;1.065;PC; 211.16 ;1;1;355
S4320   ;7.5TC-11TA LATCH KT;73269090;1096609;1.065;PC; 211.16 ;1;1;355
S4320   ;7.5TC-11TA LATCH KT;73269090;1096609;1.065;PC; 211.16 ;1;1;355
S4320   ;7.5TC-11TA LATCH KT;73269090;1096609;1.065;PC; 211.16 ;1;1;355
S4320   ;7.5TC-11TA LATCH KT;73269090;1096609;1.065;PC; 211.16 ;1;1;355
S4320   ;7.5TC-11TA LATCH KT;73269090;1096609;1.065;PC; 211.16 ;1;1;355
S4320   ;7.5TC-11TA LATCH KT;73269090;1096609;1.065;PC; 211.16 ;1;1;355
S4320   ;7.5TC-11TA LATCH KT;73269090;1096609;1.065;PC; 211.16 ;1;1;355
S4320   ;7.5TC-11TA LATCH KT;73269090;1096609;1.065;PC; 211.16 ;1;1;355
S4320   ;7.5TC-11TA LATCH KT;73269090;1096609;1.065;PC; 211.16 ;1;1;355
S4320   ;7.5TC-11TA LATCH KT;73269090;1096609;1.065;PC; 211.16 ;1;1;355
S4320   ;10TC-15TA LATCH KIT;73182900;1096657;1.065;PC; 211.16 ;1;1;355
S4320   ;15TC-22TA LATCH KIT;73182900;1096704;1.065;PC; 453.16 ;1;1;763
S4320   ;15TC-22TA LATCH KIT;73269090;1096704;1.065;PC; 453.16 ;1;1;763
SLGID   ;SLING ID TAG KIT NS;73182900;115217;1.065;PC; 114.53 ;1;1;193
SLGID   ;BX OF 50 SLNG ID KT;73269090;115244;1.05;PC; 4942.09 ;1;1;8199
SS4055;FLIPPER S4055 KIT DUP HK 24T75-250 FR U;73269090;1090223;1.05;PC; 1005.81 ;1;1;1669
SS4055  ;3/4TC-1TA HK LATCH ;73182900;1090027;1.065;PC; 55.97 ;1;1;94
SS4055  ;1TC 1-1/2TA HK LTCH;73269090;1090045;1.05;PC; 53.57 ;1;1;89
SS4055  ;1.50-2TC 3TA HK LTC;73269090;1090063;1.05;PC; 59.61 ;1;1;99
SS4055  ;3TC-4 1/2TA HK LTCH;73269090;1090081;1.05;PC; 97.44 ;1;1;162
SS4055  ;5TC-7TA HK LATCH   ;73182900;1090107;1.065;PC; 159.42 ;1;1;268
SS4055  ;7.5-10TC 11-15 LTCH;73269090;1090125;1.05;PC; 211.16 ;1;1;350
SS4055  ;15TC-22TA HK LATCH ;73182900;1090143;1.065;PC; 473.44 ;1;1;797
SS4055  ;15TC-22TA HK LATCH ;73182900;1090143;1.065;PC; 473.44 ;1;1;797
SS4055  ;15TC-22TA HK LATCH ;73182900;1090143;1.065;PC; 473.44 ;1;1;797
SS4055  ;15TC-22TA HK LATCH ;73182900;1090143;1.065;PC; 473.44 ;1;1;797
SS4055  ;15TC-22TA HK LATCH ;73182900;1090143;1.065;PC; 473.44 ;1;1;797
SS4055  ;20TC-30TA HK LATCH ;73182900;1090161;1.065;PC; 528.5 ;1;1;889
SS4055  ;25-30 37-45 HK LTCH;73269090;1090189;1.05;PC; 949.59 ;1;1;1575
SS4055  ;25-30 37-45 HK LTCH;73269090;1090189;1.05;PC; 949.59 ;1;1;1575
SS4055  ;25-30 37-45 HK LTCH;73269090;1090189;1.05;PC; 949.59 ;1;1;1575
SS4055  ;25-30 37-45 HK LTCH;73269090;1090189;1.05;PC; 949.59 ;1;1;1575
SS4055  ;25-30 37-45 HK LTCH;73269090;1090189;1.05;PC; 949.59 ;1;1;1575
SS4055  ;40TC-60TA HK LATCH ;73182900;1090205;1.065;PC; 1825.78 ;1;1;3072
SS4320  ;3/4TC-1TA LATCH KIT;73182900;1097100;1.065;PC; 83.22 ;1;1;140
SS4320  ;1TC-1.5TA LATCH KIT;73182900;1097109;1.065;PC; 86.34 ;1;1;145
SS4320  ;1.5TC-2TA LATCH KIT;73182900;1097118;1.065;PC; 103.04 ;1;1;173
SS4320  ;2TC-3TA   LATCH KIT;73182900;1097127;1.065;PC; 129.17 ;1;1;217
SS4320  ;3TC-5TA   LATCH KIT;73182900;1097136;1.065;PC; 176.92 ;1;1;298
SS4320  ;5TC-7TA   LATCH KIT;73182900;1097145;1.065;PC; 265.21 ;1;1;446
SS4320  ;7.5TC-11TA LTCH KIT;73182900;1097154;1.065;PC; 458.22 ;1;1;771
SS4320  ;10TC-15TA LATCH KIT;73182900;1097163;1.065;PC; 589.08 ;1;1;991
SS4320  ;15TC-22TA LATCH KIT;73182900;1097172;1.065;PC; 1237.44 ;1;1;2082
WSL320A;WSL320A 1.5T WEB SLING HOOK FA;73269090;1022706;1.05;PC; 402.99 ;1;1;669
WSL320A;WSL320A 3T WEB SLING HOOK HA;73269090;1022717;1.05;PC; 400.12 ;1;1;664
WSL320A;WSL320A 5T WEB SLING HOOK IA;73269090;1022728;1.05;PC; 753.7 ;1;1;1250
A1343;A1343 13X120X60 WELDED MASTERLINK;73159000;1247051;1.0975;PC; 136.78 ;1;1;237
A1343;A1343 17X160X90 WELDED MASTERLINK;73159000;1247087;1.0975;PC; 170.98 ;1;1;296
A1343;A1343 19X160X90 WELDED MASTERLINK;73159000;1247096;1.0975;PC; 196.12 ;1;1;340
A1343;A1343 22X180X100 WELDED MASTERLINK;73159000;1247120;1.0975;PC; 252.45 ;1;1;438
A1343;A1343 22X275X145 WELDED MASTERLINK;73159000;1247122;1.0975;PC; 343.97 ;1;1;596
A1343;A1343 25X210X115 WELDED MASTERLINK;73159000;1247124;1.0975;PC; 319.83 ;1;1;555
A1343;A1343 25X275X145 WELDED MASTERLINK;73159000;1247126;1.0975;PC; 386.21 ;1;1;670
A1343;A1343 28X275X145 WELDED MASTERLINK;73159000;1247133;1.0975;PC; 607.48 ;1;1;1053
A1343;A1343 32X275X145 WELDED MASTERLINK;73159000;1247142;1.0975;PC; 724.15 ;1;1;1256
A1343;A1343 36X285X155 WELDED MASTERLINK;73159000;1247151;1.0975;PC; 878.03 ;1;1;1523
A1343;A1343 40X270X140 WELDED MASTERLINK;73159000;1247163;1.0975;PC; 1106.34 ;1;1;1918
A1343;A1343 45X340X180 WELDED MASTERLINK;73159000;1247164;1.0975;PC; 1533.79 ;1;1;2660
A1343;A1343  51X390X215 WELDED MASTERLINK;73159000;1247166;1.0975;PC; 2262.97 ;1;1;3924
A1343;A1343 55X406X203 WELDED MASTERLINK;73159000;1247175;1.0975;PC; 4581.26 ;1;1;7944
A1346;A1346 13X120X60/13X120X60 MASTERLINK ASSY;73159000;1256865;1.0975;PC; 382.19 ;1;1;663
A1346;A1346 17X160X90/13X120X60 MASTERLINK ASSY;73159000;1256868;1.0975;PC; 462.65 ;1;1;802
A1346;A1346 19X160X90/13X120X60 MASTERLINK ASSY;73159000;1256874;1.0975;PC; 492.82 ;1;1;855
A1346;A1346 22X180X100/19X160X90 MASTERLINK ASSY;73159000;1256876;1.0975;PC; 548.14 ;1;1;951
A1346;A1346 22X180X100/17X160X90 MASTERLINK ASSY;73159000;1256878;1.0975;PC; 568.26 ;1;1;985
A1346;A1346 22X275X145/17X160X90 MASTERLINK ASSY;73159000;1256880;1.0975;PC; 653.75 ;1;1;1134
A1346;A1346 25X210X115/19X160X90 MASTERLINK ASSY;73159000;1256882;1.0975;PC; 663.8 ;1;1;1151
A1346;A1346 25X275X145/19X160X90 MASTERLINK ASSY;73159000;1256892;1.0975;PC; 910.22 ;1;1;1578
A1346;A1346 28X275X145/22X180X100 MASTERLINK ASSY;73159000;1256917;1.0975;PC; 1156.63 ;1;1;2006
