ref_prod;desc_prod;ncm;sap;ipi;tipo; valor_custo ;carga_trabalho;cumprimento;valor_venda
1173;SV DI 12 A/OL 1.12SH 1.62HB 1.5RM .75L;73269090;908147;1.05;PC; 6681.01 ;1;1;11084
1173;12X1-3/4X1-1/4 SHEA;84835010;908227;1.078;PC; 4751.86 ;1;1;8094
1173;12X1-3/4X1-1/2 SHEA;84835010;908245;1.078;PC; 4569.1 ;1;1;7782
1173;14X1-1/2X1-1/8 SHEA;84835010;908281;1.078;PC; 5377.11 ;1;1;9159
1173;JP14X1-1/2X1-1/4SHV;84835010;908307;1.078;PC; 5377.11 ;1;1;9159
1181;6X1-1/4X3/4 SHEAVE ;84835010;909066;1.078;PC; 1244.72 ;1;1;2120
1181;6X1-1/4X1 SHEAVE   ;84835010;909100;1.078;PC; 1302.43 ;1;1;2218
1181;6X1-1/2X1 SHEAVE   ;84835010;909164;1.078;PC; 1488.08 ;1;1;2535
1181;PTD 8X1-1/4X7/8 SHV;84835010;909306;1.078;PC; 1610.25 ;1;1;2743
1181;8X1-1/4X1 SHEAVE   ;84835010;909324;1.078;PC; 1657.38 ;1;1;2823
1181;8X1-1/4X1-1/8 SHEAV;84835010;909342;1.078;PC; 1610.25 ;1;1;2743
1181;8X1-1/4X1-1/4 SHEAV;84835010;909360;1.078;PC; 1704.51 ;1;1;2903
1181;8X1-1/4X1-1/2 SHEAV;84835010;909388;1.078;PC; 1610.25 ;1;1;2743
1181;10X1-1/4X7/8 SHEAVE;84835010;909681;1.078;PC; 2087.36 ;1;1;3555
1181;10X1-1/4X1-1/2 SHEA;84835010;909761;1.078;PC; 2039.26 ;1;1;3473
1181;12X1-1/2X1 SHEAVE  ;84835010;910107;1.078;PC; 5290.54 ;1;1;9011
1181;12X1-1/2X1-1/8 SHEA;84835010;910125;1.078;PC; 2386.21 ;1;1;4064
1181;12X1-1/2X1-1/2 SHEA;84835010;910161;1.078;PC; 3636.04 ;1;1;6193
1181;14X1-1/2X1-1/2 SHEA;84835010;910456;1.078;PC; 4905.77 ;1;1;8356
1193;6X1X7/8 SHEAVE     ;84835010;913024;1.078;PC; 958.65 ;1;1;1633
1193;6X1-1/4X3/4 SHV    ;84835010;913060;1.078;PC; 1768.96 ;1;1;3013
1193;6X1-1/4X7/8 SHV    ;84835010;913088;1.078;PC; 1742.99 ;1;1;2969
1193;6X1-1/4X1 SHEAVE   ;84835010;913104;1.078;PC; 1802.63 ;1;1;3070
1193;6X1-1/2X1 SHEAVE   ;84835010;913168;1.078;PC; 1971.93 ;1;1;3359
1193;PTD 8X1-1/4X7/8 SHV;84835010;913300;1.078;PC; 1885.35 ;1;1;3211
1193;PTD 8X1-1/4X1 SHEAV;84835010;913328;1.078;PC; 1885.35 ;1;1;3211
1193;PTD 8X1-1/4X1-1/8SH;84835010;913346;1.078;PC; 1857.46 ;1;1;3164
1193;8X1-1/4X1-1/4 SHEAV;84835010;913364;1.078;PC; 1885.35 ;1;1;3211
1193;8X1-1/4X1-1/2 SHEAV;84835010;913382;1.078;PC; 1885.35 ;1;1;3211
1193;10X1-1/4X7/8 SHEAVE;84835010;913685;1.078;PC; 2289.36 ;1;1;3899
1193;10X1-1/4X1-1/2 SHEA;84835010;913765;1.078;PC; 2347.07 ;1;1;3998
1193;10X1-1/2X1 SHEAVE  ;84835010;913807;1.078;PC; 3068.51 ;1;1;5226
1193;JP10X1-1/2X1-1/4SHV;84835010;913845;1.078;PC; 2828.03 ;1;1;4817
1193;10X1-1/2X1-1/2 SHEA;84835010;913863;1.078;PC; 2843.05 ;1;1;4842
1193;12X1-1/2X1-1/4 SHEA;84835010;914149;1.078;PC; 4280.52 ;1;1;7291
1193;JP12X1-1/2X1-1/2SHV;84835010;914167;1.078;PC; 4280.52 ;1;1;7291
1208;3X3/4X1/2 SHEAVE   ;84835010;916110;1.078;PC; 2160.71 ;1;1;3680
1208;4X3/4X1/2 SHEAVE   ;84835010;916147;1.078;PC; 1798.14 ;1;1;3063
1208; 4X3/4X3/4 SHEAVE  ;84835010;916165;1.078;PC; 1798.14 ;1;1;3063
1208;4X1X1/2 SHEAVE     ;84835010;916192;1.078;PC; 1815.34 ;1;1;3092
1208;6X1X7/8 SHV 3/8 W/L;84835010;916245;1.078;PC; 1414.79 ;1;1;2410
1208;6X1X7/8 SHV 5/8 W/L;84835010;916254;1.078;PC; 2135.45 ;1;1;3637
1208;8X1-1/4X3/4 1/2 W/L;84835010;916487;1.078;PC; 3616.8 ;1;1;6160
1208;10X1-1/4X7/8 SHEAVE;84835010;916717;1.078;PC; 5540.63 ;1;1;9437
1208;10X1-1/4X1 SHEAVE  ;84835010;916726;1.078;PC; 4790.34 ;1;1;8159
1208;10X1-1/2X1-1/2 SHEA;84835010;916833;1.078;PC; 5155.87 ;1;1;8782
1208;12X1-1/2X1 SHEAVE  ;84835010;917002;1.078;PC; 6415.98 ;1;1;10928
1208;JP12X1-1/2X1-1/8SHV;84835010;917011;1.078;PC; 6415.98 ;1;1;10928
1208;6X1X3/4 SHV 3/8WL  ;84835010;2026483;1.078;PC; 1843.99 ;1;1;3141
1208;8X1-1/4X1-1/8 1/2L ;84835010;2026841;1.078;PC; 3693.76 ;1;1;6291
1208;8X1-1/4X1-1/4 1/2L ;84835010;2026844;1.078;PC; 3693.76 ;1;1;6291
1208;6X1X3/4 SHV 5/8WL  ;84835010;2026938;1.078;PC; 1849.76 ;1;1;3151
1208;10X1-1/4X1-1/4 SHEV;84835010;2027291;1.078;PC; 4857.67 ;1;1;8274
0;SV RF60 PRM 13.87BR 4.12HB 3.62RM 1.38L;73269090;2030880;1.05;PC; 66296.72 ;1;1;109986
        ;SHV 4-D A/BB GL    ;84835010;2027015;1.078;PC; 1183.16 ;1;1;2015
        ;8IN BB ASSY .75WL  ;84835010;2028227;1.078;PC;4.521;1;1;7700
        ;"6"" BB 1.50SH 1.25MR";84835010;2028972;1.078;PC; 2116.21 ;1;1;3604
        ;24IN PB 6.49B  .56L;84835010;2030941;1.078;PC; 19446.43 ;1;1;33122
        ;36IN TB 7.87B 1.00L;84835010;2030942;1.078;PC; 35470.87 ;1;1;60415
        ;36IN PB 8.87B 1.00L;84835010;2030943;1.078;PC; 30568.33 ;1;1;52065
        ;42IN PB12.88B 1.12L;84835010;2030950;1.078;PC; 46446.22 ;1;1;79109
        ;42IN PB 12.87B 1.25;84835010;2030951;1.078;PC; 46457.53 ;1;1;79128
SHV     ;4IN RB ASSY .50WL  ;84835010;2028063;1.078;PC; 2029.64 ;1;1;3457
SV BS;SV BS 3 BB 0.75BR 1.31HB 1.25RM .38L;73269090;11310;1.05;PC; 757.23 ;1;1;1256
SV BS;SV BS 4.25 OL 0.62SH 1.19HB 0.94RM .50L;73269090;460441;1.05;PC; 3345.2 ;1;1;5550
SV BS;SV BS 2.25 PB GL.38BR.62HB.56RM .50-MR;73269090;900038;1.05;PC; 206.68 ;1;1;343
SV BS;SV BS 4 A/OL 0.5SH 0.81HB 0.75RM .38L;73269090;916156;1.05;PC; 2257.12 ;1;1;3745
SV BS   ; 4IN PB 1.57B  .38L;84835010;1189;1.078;PC; 1256.26 ;1;1;2140
SV BS   ; 6IN PB 1.38B  .75L;84835010;1410;1.078;PC; 6127.4 ;1;1;10436
SV BS   ; 7IN PB 1.88B  .38L;84835010;3203;1.078;PC; 4501.77 ;1;1;7668
SV BS   ;10IN PB 3.00B  .50L;84835010;6040;1.078;PC; 9234.39 ;1;1;15728
SV BS   ; 4IN PB 1.57B  .25L;84835010;51044;1.078;PC; 1304.87 ;1;1;2223
SV BS   ; 6IN PB 1.38B  .50L;84835010;51375;1.078;PC; 6031.21 ;1;1;10273
SV BS   ; 6IN PB 2.38B  .50L;84835010;60695;1.078;PC; 6387.12 ;1;1;10879
SV BS   ; 7IN PB 1.85B  .25L;84835010;61872;1.078;PC; 4953.87 ;1;1;8438
SV BS   ; 3IN OL ASSY  .38WL;84835010;460156;1.078;PC; 907.08 ;1;1;1545
SV BS   ; 3IN OL ASSY  .25WL;84835010;460165;1.078;PC; 862.31 ;1;1;1469
SV BS   ; 4IN BB ASSY  .25WL;84835010;460307;1.078;PC; 1859.87 ;1;1;3168
SV BS   ; 4IN BB ASSY  .38WL;84835010;460316;1.078;PC; 1730.49 ;1;1;2947
SV BS   ;"4.25""OL ASSY  .38WL";84835010;460450;1.078;PC; 1342.83 ;1;1;2287
SV BS   ; 6IN OL ASSY  .50WL;84835010;460879;1.078;PC; 5224.45 ;1;1;8898
SV BS   ; 6IN OL ASSY  .75WL;84835010;460897;1.078;PC; 5224.45 ;1;1;8898
SV BS   ; 7IN BB ASSY  .25WL;84835010;461020;1.078;PC; 5319.39 ;1;1;9060
SV BS   ; 7IN BB ASSY  .38WL;84835010;461039;1.078;PC; 5319.39 ;1;1;9060
SV BS   ;10IN BB ASSY  .38WL;84835010;462831;1.078;PC; 10186.69 ;1;1;17350
SV BS   ;10IN BB ASSY  .50WL;84835010;462840;1.078;PC; 10340.59 ;1;1;17613
SV BS   ; 4IN RB ASSY  .12WL;84835010;472508;1.078;PC; 2420.13 ;1;1;4122
SV BS   ; 4IN RB ASSY  .25WL;84835010;472517;1.078;PC; 1641.22 ;1;1;2795
SV BS   ; 4IN RB ASSY  .38WL;84835010;472535;1.078;PC; 1641.22 ;1;1;2795
SV BS   ; 7IN TB ASSY  .25WL;84835010;480777;1.078;PC; 8108.95 ;1;1;13811
SV BS   ;"2.25"" .375SH .50 MR";84835010;2028373;1.078;PC; 493.66 ;1;1;841
SV BS   ; 4IN OL ASSY  .38WL;84835010;2028640;1.078;PC; 1740.46 ;1;1;2964
SV CS   ; 8IN AB ASSY 1.12WL;84835010;461501;1.078;PC; 8801.53 ;1;1;14991
SV CS   ;8IN PB 4.00B 1.12L ;84835010;2023765;1.078;PC; 6743.03 ;1;1;11485
SV CS   ;10IN PB 4.00B 1.12L;84835010;2023784;1.078;PC; 6194.74 ;1;1;10551
SV DI;SV RF12BB AY 2.5SH 2.31HB 1RM .38L;73269090;462323;1.05;PC; 9066.42 ;1;1;15041
SV DI;SV DI 8 PB 0.75BR 1.12HB 1RM .50L;73269090;905747;1.05;PC; 1844.65 ;1;1;3060
SV DI;SV DI 10 A/OL 1SH 1.12HB 1RM .50L;73269090;907941;1.05;PC; 2956.11 ;1;1;4904
SV DI   ; 8IN PB 1.49B  .50L;84835010;5498;1.078;PC; 2914.6 ;1;1;4964
SV DI   ; 8IN PB 1.50B  .38L;84835010;51605;1.078;PC; 2914.6 ;1;1;4964
SV DI   ; 8IN PB 1.50B  .62L;84835010;51614;1.078;PC; 3030.03 ;1;1;5161
SV DI   ; 8IN PB 1.85B  .38L;84835010;61747;1.078;PC; 2832.71 ;1;1;4825
SV DI   ; 8IN BB ASSY  .38WL;84835010;461262;1.078;PC; 2753.2 ;1;1;4689
SV DI   ; 8IN BB ASSY  .62WL;84835010;461271;1.078;PC; 3655.28 ;1;1;6226
SV DI   ; 8IN BB ASSY  .50WL;84835010;461280;1.078;PC; 3501.37 ;1;1;5964
SV DI   ; 8IN RB ASSY  .38WL;84835010;473311;1.078;PC; 3520.61 ;1;1;5996
SV DI   ; 8IN RB ASSY  .50WL;84835010;473320;1.078;PC; 3520.61 ;1;1;5996
SV DI   ; 8IN RB ASSY  .62WL;84835010;473339;1.078;PC; 3693.76 ;1;1;6291
SV DI   ; 8IN TB ASSY  .38WL;84835010;481044;1.078;PC; 6306.39 ;1;1;10741
SV DI   ;10IN TB ASSY  .38WL;84835010;481295;1.078;PC; 10436.79 ;1;1;17776
SV DI   ;12IN TB ASSY  .25WL;84835010;481552;1.078;PC; 12499.06 ;1;1;21289
SV FS;SV 4-K AY BB .38L 1SH 1.5HB 1.38RM;73269090;2023186;1.05;PC; 1404.61 ;1;1;2330
SV FS   ; 8IN PB 1.88B  .75L;84835010;5194;1.078;PC; 4569.1 ;1;1;7782
SV FS   ;10IN PB 1.38B  .62L;84835010;5675;1.078;PC; 4424.81 ;1;1;7537
